,dTime,open,high,low,close,volume,count
50,2022-01-13 02:00:00,38171.4,38171.4,38143.1,38160.6,1.10449713,1.10449713
51,2022-01-13 02:03:00,38164.2,38165.7,38161.8,38159.5,0.09556013,0.09556013
52,2022-01-13 02:06:00,38165.6,38170.0,38165.7,38170.0,0.09524056999999998,0.09524056999999998
53,2022-01-13 02:09:00,38170.0,38170.0,38156.2,38151.9,0.21321213000000003,0.21321213000000003
54,2022-01-13 02:12:00,38147.8,38167.2,38151.7,38167.2,0.0958768,0.0958768
55,2022-01-13 02:15:00,38167.3,38202.3,38176.3,38196.8,0.13873078,0.13873078
56,2022-01-13 02:18:00,38196.9,38210.9,38202.5,38209.6,0.47348773,0.47348773
57,2022-01-13 02:21:00,38208.7,38210.1,38195.3,38195.3,0.102104,0.102104
58,2022-01-13 02:24:00,38195.3,38210.7,38195.3,38206.9,0.49028081,0.49028081
59,2022-01-13 02:27:00,38206.9,38210.9,38206.9,38210.9,0.13740741,0.13740741
60,2022-01-13 02:30:00,38210.9,38211.7,38211.7,38211.5,0.054085909999999994,0.054085909999999994
61,2022-01-13 02:33:00,38211.6,38235.8,38233.3,38235.8,6.42445165,6.42445165
62,2022-01-13 02:36:00,38237.4,38243.0,38237.4,38233.0,0.19843835999999998,0.19843835999999998
63,2022-01-13 02:39:00,38223.6,38237.9,38231.4,38237.3,4.117750480000001,4.117750480000001
64,2022-01-13 02:42:00,38235.5,38235.5,38235.5,38235.5,0.27814635,0.27814635
65,2022-01-13 02:45:00,38235.5,38235.5,38207.8,38207.0,0.45865613000000005,0.45865613000000005
66,2022-01-13 02:48:00,38207.0,38207.0,38195.5,38168.8,0.19872171,0.19872171
67,2022-01-13 02:51:00,38168.8,38168.8,38152.2,38141.9,0.0952797,0.0952797
68,2022-01-13 02:54:00,38137.5,38137.5,38120.4,38120.4,0.22572365000000003,0.22572365000000003
69,2022-01-13 02:57:00,38120.5,38147.6,38137.5,38142.9,0.04965324,0.04965324
70,2022-01-13 03:00:00,38146.7,38196.6,38159.0,38150.0,1.8100445600000001,1.8100445600000001
71,2022-01-13 03:03:00,38163.6,38196.5,38163.6,38189.2,0.042776129999999996,0.042776129999999996
72,2022-01-13 03:06:00,38168.6,38179.0,38163.2,38163.2,0.059883,0.059883
73,2022-01-13 03:09:00,38163.2,38163.2,38120.5,38120.4,0.34348776000000003,0.34348776000000003
74,2022-01-13 03:12:00,38118.7,38118.7,38061.8,38061.8,2.89248829,2.89248829
75,2022-01-13 03:15:00,38060.1,38060.1,38056.1,38048.0,0.33170493,0.33170493
76,2022-01-13 03:18:00,38048.1,38049.3,38047.1,38045.9,0.19148469,0.19148469
77,2022-01-13 03:21:00,38048.2,38048.2,38040.8,38040.8,0.02795052,0.02795052
78,2022-01-13 03:24:00,38048.7,38049.4,38048.7,38049.4,0.08168793,0.08168793
79,2022-01-13 03:27:00,38049.3,38055.9,38049.3,38049.3,0.07053683,0.07053683
80,2022-01-13 03:30:00,38049.2,38049.2,38026.4,38022.9,2.9786037500000004,2.9786037500000004
81,2022-01-13 03:33:00,38053.6,38080.1,38059.6,38073.4,0.10975204000000001,0.10975204000000001
82,2022-01-13 03:36:00,38080.6,38087.9,38080.7,38087.9,0.0635327,0.0635327
83,2022-01-13 03:39:00,38087.9,38108.7,38108.0,38089.7,2.19685615,2.19685615
84,2022-01-13 03:42:00,38089.3,38089.3,38083.6,38081.0,0.03769594,0.03769594
85,2022-01-13 03:45:00,38097.7,38097.7,38097.5,38097.5,0.06150264,0.06150264
86,2022-01-13 03:48:00,38097.5,38126.4,38097.5,38112.7,1.67833173,1.67833173
87,2022-01-13 03:51:00,38112.7,38114.5,38101.6,38100.4,4.62604577,4.62604577
88,2022-01-13 03:54:00,38100.4,38101.2,38097.4,38097.4,0.04269265,0.04269265
89,2022-01-13 03:57:00,38098.4,38098.4,38097.5,38097.5,0.056715499999999995,0.056715499999999995
90,2022-01-13 04:00:00,38097.4,38097.5,38097.5,38097.5,0.03248654,0.03248654
91,2022-01-13 04:03:00,38098.0,38126.4,38098.2,38126.4,0.35364880000000004,0.35364880000000004
92,2022-01-13 04:06:00,38126.4,38137.1,38126.4,38133.5,0.00744413,0.00744413
93,2022-01-13 04:09:00,38135.2,38144.9,38141.2,38144.8,0.025020059999999997,0.025020059999999997
94,2022-01-13 04:12:00,38144.9,38170.3,38144.9,38170.3,0.32848927,0.32848927
95,2022-01-13 04:15:00,38157.0,38174.9,38157.0,38167.9,0.07754422,0.07754422
96,2022-01-13 04:18:00,38177.6,38224.5,38200.1,38201.0,17.02522347,17.02522347
97,2022-01-13 04:21:00,38210.7,38214.5,38213.3,38209.7,0.26007046,0.26007046
98,2022-01-13 04:24:00,38209.7,38212.3,38209.6,38209.6,0.07199103,0.07199103
99,2022-01-13 04:27:00,38210.1,38214.0,38209.6,38209.5,0.29126037,0.29126037
100,2022-01-13 04:30:00,38209.6,38210.7,38209.6,38209.6,0.88724772,0.88724772
101,2022-01-13 04:33:00,38209.6,38209.6,38209.6,38209.6,0.09483069,0.09483069
102,2022-01-13 04:36:00,38209.6,38211.0,38209.6,38211.0,0.09236443,0.09236443
103,2022-01-13 04:39:00,38210.8,38235.5,38213.9,38235.5,0.14443067,0.14443067
104,2022-01-13 04:42:00,38235.5,38243.0,38235.5,38238.2,0.17293787,0.17293787
105,2022-01-13 04:45:00,38239.3,38247.9,38239.3,38247.9,0.66061098,0.66061098
106,2022-01-13 04:48:00,38247.9,38247.9,38230.2,38230.1,0.08588262999999999,0.08588262999999999
107,2022-01-13 04:51:00,38230.5,38230.5,38173.2,38173.1,0.18686083,0.18686083
108,2022-01-13 04:54:00,38173.3,38173.4,38169.9,38166.4,0.43328427,0.43328427
109,2022-01-13 04:57:00,38172.6,38199.9,38181.9,38199.5,0.11521028,0.11521028
110,2022-01-13 05:00:00,38184.0,38189.8,38175.8,38171.8,0.06964361999999999,0.06964361999999999
111,2022-01-13 05:03:00,38171.8,38208.2,38171.8,38200.1,1.84310372,1.84310372
112,2022-01-13 05:06:00,38200.1,38203.0,38200.1,38200.0,3.13310393,3.13310393
113,2022-01-13 05:09:00,38199.2,38199.2,38178.1,38180.1,0.13389116,0.13389116
114,2022-01-13 05:12:00,38180.2,38180.2,38171.7,38162.0,0.30029374999999997,0.30029374999999997
115,2022-01-13 05:15:00,38162.0,38162.2,38162.0,38148.7,0.2522749,0.2522749
116,2022-01-13 05:18:00,38147.5,38147.9,38147.8,38147.5,0.08387179,0.08387179
117,2022-01-13 05:21:00,38147.9,38168.7,38147.9,38152.0,0.062128209999999996,0.062128209999999996
118,2022-01-13 05:24:00,38152.0,38171.8,38152.0,38171.7,0.7834776999999999,0.7834776999999999
119,2022-01-13 05:27:00,38171.7,38192.0,38171.8,38191.9,0.19637698,0.19637698
120,2022-01-13 05:30:00,38192.0,38291.6,38196.0,38266.2,0.07587858,0.07587858
121,2022-01-13 05:33:00,38262.6,38272.6,38257.4,38217.7,0.16808321999999998,0.16808321999999998
122,2022-01-13 05:36:00,38214.9,38230.9,38209.2,38224.2,0.25591918,0.25591918
123,2022-01-13 05:39:00,38225.3,38227.9,38222.1,38222.1,0.11153327,0.11153327
124,2022-01-13 05:42:00,38226.7,38234.3,38224.4,38224.4,0.5269113,0.5269113
125,2022-01-13 05:45:00,38224.5,38224.5,38201.1,38201.0,0.8585906400000001,0.8585906400000001
126,2022-01-13 05:48:00,38201.0,38213.6,38201.0,38213.6,0.28914974,0.28914974
127,2022-01-13 05:51:00,38213.6,38225.5,38225.5,38225.4,0.33557267,0.33557267
128,2022-01-13 05:54:00,38225.5,38225.5,38225.5,38225.5,0.24994767,0.24994767
129,2022-01-13 05:57:00,38225.5,38227.1,38227.1,38226.3,0.7876774400000001,0.7876774400000001
130,2022-01-13 06:00:00,38226.4,38237.6,38226.1,38227.4,0.85601918,0.85601918
131,2022-01-13 06:03:00,38226.1,38256.1,38226.8,38256.1,0.23398614,0.23398614
132,2022-01-13 06:06:00,38256.6,38280.6,38257.1,38280.6,0.57360676,0.57360676
133,2022-01-13 06:09:00,38284.0,38300.9,38300.8,38247.5,0.19713787,0.19713787
134,2022-01-13 06:12:00,38246.2,38273.5,38254.6,38269.7,0.58503559,0.58503559
135,2022-01-13 06:15:00,38271.6,38289.2,38275.2,38286.7,0.30129278000000004,0.30129278000000004
136,2022-01-13 06:18:00,38286.8,38301.0,38288.7,38301.0,0.29694463,0.29694463
137,2022-01-13 06:21:00,38301.0,38339.5,38335.6,38318.5,0.55020065,0.55020065
138,2022-01-13 06:24:00,38315.4,38322.6,38317.4,38315.5,0.84179163,0.84179163
139,2022-01-13 06:27:00,38320.9,38322.0,38320.9,38315.5,0.2306649,0.2306649
140,2022-01-13 06:30:00,38315.5,38317.7,38315.5,38315.5,1.2494027699999999,1.2494027699999999
141,2022-01-13 06:33:00,38315.5,38315.5,38291.3,38288.7,1.1806373099999998,1.1806373099999998
142,2022-01-13 06:36:00,38288.6,38311.9,38298.9,38311.9,1.51273805,1.51273805
143,2022-01-13 06:39:00,38319.8,38331.2,38326.9,38331.0,3.1337865,3.1337865
144,2022-01-13 06:42:00,38331.0,38331.0,38307.2,38275.2,9.79115391,9.79115391
145,2022-01-13 06:45:00,38275.2,38289.6,38275.7,38283.4,8.75279742,8.75279742
146,2022-01-13 06:48:00,38283.3,38288.4,38283.4,38278.7,7.93217548,7.93217548
147,2022-01-13 06:51:00,38278.7,38278.7,38250.6,38250.3,6.5310966200000005,6.5310966200000005
148,2022-01-13 06:54:00,38250.2,38250.8,38250.1,38249.3,4.80017408,4.80017408
149,2022-01-13 06:57:00,38249.1,38253.1,38248.6,38253.1,1.09995085,1.09995085
150,2022-01-13 07:00:00,38253.1,38286.3,38256.2,38270.0,0.9028946600000001,0.9028946600000001
151,2022-01-13 07:03:00,38270.0,38270.0,38248.3,38238.4,1.7604319199999998,1.7604319199999998
152,2022-01-13 07:06:00,38238.5,38238.5,38238.5,38238.5,0.18826851,0.18826851
153,2022-01-13 07:09:00,38238.5,38250.0,38249.9,38250.0,0.22714695000000001,0.22714695000000001
154,2022-01-13 07:12:00,38250.0,38250.0,38250.0,38250.0,1.1715241,1.1715241
155,2022-01-13 07:15:00,38250.0,38250.0,38250.0,38250.0,0.40618653,0.40618653
156,2022-01-13 07:18:00,38250.0,38250.0,38250.0,38250.0,1.07834008,1.07834008
157,2022-01-13 07:21:00,38250.0,38250.0,38250.0,38250.0,5.27285253,5.27285253
158,2022-01-13 07:24:00,38250.0,38275.4,38250.0,38275.4,2.2473844,2.2473844
159,2022-01-13 07:27:00,38275.4,38275.4,38270.1,38250.1,1.28163723,1.28163723
160,2022-01-13 07:30:00,38250.0,38250.2,38250.0,38250.2,0.60618952,0.60618952
161,2022-01-13 07:33:00,38250.2,38250.2,38220.9,38181.4,6.42781888,6.42781888
162,2022-01-13 07:36:00,38181.4,38181.4,38172.0,38162.0,1.2241283500000002,1.2241283500000002
163,2022-01-13 07:39:00,38162.1,38162.1,38140.6,38140.6,9.065952880000001,9.065952880000001
164,2022-01-13 07:42:00,38140.6,38140.6,38099.2,38096.8,4.92633814,4.92633814
165,2022-01-13 07:45:00,38096.9,38109.4,38100.0,38109.3,0.57727608,0.57727608
166,2022-01-13 07:48:00,38104.8,38121.7,38103.3,38121.7,1.19392518,1.19392518
167,2022-01-13 07:51:00,38121.7,38133.0,38121.7,38133.0,0.8304045200000001,0.8304045200000001
168,2022-01-13 07:54:00,38133.0,38170.3,38151.2,38170.3,1.19954985,1.19954985
169,2022-01-13 07:57:00,38171.9,38176.8,38172.1,38172.1,3.94062392,3.94062392
170,2022-01-13 08:00:00,38172.1,38173.7,38172.1,38172.1,2.68477224,2.68477224
171,2022-01-13 08:03:00,38172.1,38192.5,38183.7,38191.8,2.93647646,2.93647646
172,2022-01-13 08:06:00,38191.7,38198.9,38191.7,38196.2,7.79002415,7.79002415
173,2022-01-13 08:09:00,38196.1,38210.5,38196.1,38210.5,2.67288008,2.67288008
174,2022-01-13 08:12:00,38210.4,38223.9,38222.7,38222.1,1.91536068,1.91536068
175,2022-01-13 08:15:00,38219.1,38270.9,38258.7,38262.8,1.66204116,1.66204116
176,2022-01-13 08:18:00,38262.9,38262.9,38237.4,38235.1,1.69549752,1.69549752
177,2022-01-13 08:21:00,38228.9,38255.3,38231.5,38247.7,0.76532801,0.76532801
178,2022-01-13 08:24:00,38248.3,38254.0,38238.9,38231.3,5.49435275,5.49435275
179,2022-01-13 08:27:00,38229.9,38267.7,38230.9,38267.7,3.15323669,3.15323669
180,2022-01-13 08:30:00,38257.3,38264.1,38254.1,38250.0,1.1154594500000001,1.1154594500000001
181,2022-01-13 08:33:00,38250.0,38269.0,38267.8,38269.0,1.7577644600000002,1.7577644600000002
182,2022-01-13 08:36:00,38269.0,38293.6,38281.4,38292.0,1.53241519,1.53241519
183,2022-01-13 08:39:00,38292.0,38292.0,38281.4,38250.9,1.5581789700000002,1.5581789700000002
184,2022-01-13 08:42:00,38257.7,38266.5,38254.2,38252.5,0.9532257700000001,0.9532257700000001
185,2022-01-13 08:45:00,38251.0,38271.5,38264.2,38271.5,0.8795722,0.8795722
186,2022-01-13 08:48:00,38271.5,38271.9,38270.5,38270.5,1.15433757,1.15433757
187,2022-01-13 08:51:00,38270.5,38290.1,38270.5,38285.8,3.64221421,3.64221421
188,2022-01-13 08:54:00,38285.8,38285.8,38278.7,38278.5,1.6071041,1.6071041
189,2022-01-13 08:57:00,38278.5,38300.0,38287.4,38300.0,1.38274256,1.38274256
190,2022-01-13 09:00:00,38300.0,38344.9,38331.0,38341.2,6.785102869999999,6.785102869999999
191,2022-01-13 09:03:00,38341.2,38341.2,38296.5,38295.6,4.670013569999999,4.670013569999999
192,2022-01-13 09:06:00,38295.6,38295.6,38282.1,38282.1,1.4016556000000002,1.4016556000000002
193,2022-01-13 09:09:00,38282.1,38282.1,38270.5,38270.5,2.43749906,2.43749906
194,2022-01-13 09:12:00,38270.5,38270.5,38270.5,38270.5,1.47896335,1.47896335
195,2022-01-13 09:15:00,38270.4,38270.6,38270.5,38270.5,3.83058548,3.83058548
196,2022-01-13 09:18:00,38270.5,38270.5,38249.5,38236.6,2.96704312,2.96704312
197,2022-01-13 09:21:00,38236.5,38236.5,38221.8,38220.9,3.33509719,3.33509719
198,2022-01-13 09:24:00,38220.3,38235.5,38230.9,38235.5,0.63577814,0.63577814
199,2022-01-13 09:27:00,38241.9,38329.8,38251.4,38325.0,4.45300549,4.45300549
200,2022-01-13 09:30:00,38325.0,38364.7,38350.0,38350.0,9.216328240000001,9.216328240000001
201,2022-01-13 09:33:00,38350.0,38431.0,38410.3,38403.4,30.346186940000003,30.346186940000003
202,2022-01-13 09:36:00,38403.1,38405.0,38342.3,38326.5,3.1573099399999998,3.1573099399999998
203,2022-01-13 09:39:00,38326.0,38326.0,38315.1,38299.7,4.07331445,4.07331445
204,2022-01-13 09:42:00,38308.7,38308.7,38260.2,38250.2,10.553383210000002,10.553383210000002
205,2022-01-13 09:45:00,38250.1,38250.1,38230.2,38234.9,2.79716768,2.79716768
206,2022-01-13 09:48:00,38234.8,38257.3,38245.8,38239.2,4.48850966,4.48850966
207,2022-01-13 09:51:00,38243.1,38249.0,38230.1,38230.0,11.19441555,11.19441555
208,2022-01-13 09:54:00,38230.1,38285.4,38252.8,38281.5,1.8537256100000001,1.8537256100000001
209,2022-01-13 09:57:00,38279.5,38296.9,38283.7,38279.4,3.20365648,3.20365648
210,2022-01-13 10:00:00,38279.4,38311.1,38281.6,38299.6,1.6611276,1.6611276
211,2022-01-13 10:03:00,38301.0,38366.0,38311.3,38359.0,2.38894294,2.38894294
212,2022-01-13 10:06:00,38358.4,38396.4,38358.5,38389.1,3.8314482100000005,3.8314482100000005
213,2022-01-13 10:09:00,38386.7,38389.8,38389.6,38385.0,4.5602768000000005,4.5602768000000005
214,2022-01-13 10:12:00,38382.5,38382.5,38348.7,38349.5,2.06401119,2.06401119
215,2022-01-13 10:15:00,38349.5,38386.7,38383.4,38386.7,1.61690017,1.61690017
216,2022-01-13 10:18:00,38386.7,38420.1,38386.8,38383.2,9.11306604,9.11306604
217,2022-01-13 10:21:00,38384.8,38393.5,38381.4,38387.5,10.28630497,10.28630497
218,2022-01-13 10:24:00,38387.8,38394.6,38339.3,38339.3,15.474093669999998,15.474093669999998
219,2022-01-13 10:27:00,38339.3,38363.3,38361.1,38346.5,5.44771424,5.44771424
220,2022-01-13 10:30:00,38346.7,38366.6,38347.0,38322.6,10.75567974,10.75567974
221,2022-01-13 10:33:00,38322.6,38360.2,38335.3,38360.2,8.23850088,8.23850088
222,2022-01-13 10:36:00,38358.2,38393.2,38392.8,38380.2,14.41322543,14.41322543
223,2022-01-13 10:39:00,38376.6,38390.9,38378.4,38379.0,14.865739660000001,14.865739660000001
224,2022-01-13 10:42:00,38379.0,38379.1,38360.8,38345.9,12.270076920000001,12.270076920000001
225,2022-01-13 10:45:00,38347.5,38352.3,38346.7,38336.1,12.02514689,12.02514689
226,2022-01-13 10:48:00,38335.7,38347.5,38336.2,38345.1,3.33422536,3.33422536
227,2022-01-13 10:51:00,38345.1,38345.1,38345.1,38331.6,3.8977317100000004,3.8977317100000004
228,2022-01-13 10:54:00,38331.6,38331.6,38306.7,38306.7,0.9725367899999999,0.9725367899999999
229,2022-01-13 10:57:00,38306.7,38306.7,38271.3,38257.2,8.89740596,8.89740596
230,2022-01-13 11:00:00,38257.2,38292.1,38261.8,38282.2,2.72070358,2.72070358
231,2022-01-13 11:03:00,38279.7,38279.7,38243.9,38228.4,4.16740313,4.16740313
232,2022-01-13 11:06:00,38228.1,38228.1,38222.1,38217.3,1.61782391,1.61782391
233,2022-01-13 11:09:00,38221.9,38222.1,38210.5,38210.5,1.0190929,1.0190929
234,2022-01-13 11:12:00,38210.5,38210.5,38192.8,38172.2,2.37925918,2.37925918
235,2022-01-13 11:15:00,38172.2,38172.2,38149.0,38148.0,4.01002738,4.01002738
236,2022-01-13 11:18:00,38147.9,38147.9,38121.7,38121.6,1.00081039,1.00081039
237,2022-01-13 11:21:00,38121.6,38149.2,38121.7,38148.9,1.3541604999999999,1.3541604999999999
238,2022-01-13 11:24:00,38148.9,38150.0,38140.1,38115.1,1.94187389,1.94187389
239,2022-01-13 11:27:00,38115.1,38115.1,38051.6,38064.7,6.39903202,6.39903202
240,2022-01-13 11:30:00,38061.3,38139.0,38066.6,38139.0,6.54026241,6.54026241
241,2022-01-13 11:33:00,38139.0,38145.1,38144.9,38145.0,10.99271285,10.99271285
242,2022-01-13 11:36:00,38145.0,38170.4,38142.4,38169.6,8.61140415,8.61140415
243,2022-01-13 11:39:00,38169.6,38183.3,38174.2,38170.4,4.30048599,4.30048599
244,2022-01-13 11:42:00,38180.3,38181.8,38178.1,38178.1,14.56121911,14.56121911
245,2022-01-13 11:45:00,38178.1,38178.5,38178.3,38155.5,11.73935047,11.73935047
246,2022-01-13 11:48:00,38155.4,38155.4,38124.9,38117.6,7.8308548799999995,7.8308548799999995
247,2022-01-13 11:51:00,38116.8,38165.1,38134.6,38151.4,1.44416029,1.44416029
248,2022-01-13 11:54:00,38151.4,38151.4,38104.9,38104.8,4.18063674,4.18063674
249,2022-01-13 11:57:00,38104.9,38117.3,38100.6,38104.9,3.71769266,3.71769266
250,2022-01-13 12:00:00,38102.5,38129.8,38109.1,38129.8,1.86153524,1.86153524
251,2022-01-13 12:03:00,38129.8,38169.3,38144.2,38136.6,30.22826234,30.22826234
252,2022-01-13 12:06:00,38143.4,38220.4,38144.7,38220.4,8.737412319999999,8.737412319999999
253,2022-01-13 12:09:00,38196.8,38255.9,38212.4,38233.5,6.36123117,6.36123117
254,2022-01-13 12:12:00,38233.6,38268.9,38233.6,38256.4,1.4636428700000002,1.4636428700000002
255,2022-01-13 12:15:00,38264.1,38271.3,38259.6,38258.3,1.4056539,1.4056539
256,2022-01-13 12:18:00,38258.3,38258.3,38200.9,38177.0,2.65544893,2.65544893
257,2022-01-13 12:21:00,38177.1,38190.2,38177.8,38177.8,1.78630128,1.78630128
258,2022-01-13 12:24:00,38177.8,38187.6,38177.8,38187.6,3.27610162,3.27610162
259,2022-01-13 12:27:00,38187.6,38223.2,38189.2,38223.2,2.8287837199999997,2.8287837199999997
260,2022-01-13 12:30:00,38223.1,38223.2,38214.8,38217.4,2.2725426000000004,2.2725426000000004
261,2022-01-13 12:33:00,38236.5,38236.6,38191.7,38193.3,1.7013390400000001,1.7013390400000001
262,2022-01-13 12:36:00,38193.3,38235.7,38223.0,38222.8,2.71254728,2.71254728
263,2022-01-13 12:39:00,38222.8,38228.6,38222.8,38228.5,3.90183781,3.90183781
264,2022-01-13 12:42:00,38228.5,38229.4,38229.4,38229.2,0.71686351,0.71686351
265,2022-01-13 12:45:00,38229.2,38229.3,38229.3,38200.0,1.8557549,1.8557549
266,2022-01-13 12:48:00,38200.0,38227.0,38205.3,38200.0,3.52081163,3.52081163
267,2022-01-13 12:51:00,38200.1,38200.1,38191.3,38186.4,3.43829175,3.43829175
268,2022-01-13 12:54:00,38186.3,38226.2,38197.6,38226.2,1.1938461500000002,1.1938461500000002
269,2022-01-13 12:57:00,38224.6,38260.7,38220.0,38254.5,6.41701711,6.41701711
270,2022-01-13 13:00:00,38260.1,38263.6,38260.1,38244.1,2.5648073800000004,2.5648073800000004
271,2022-01-13 13:03:00,38242.9,38244.0,38201.9,38198.8,2.99504262,2.99504262
272,2022-01-13 13:06:00,38198.8,38226.8,38198.8,38226.8,2.5419186799999998,2.5419186799999998
273,2022-01-13 13:09:00,38228.5,38235.3,38226.8,38215.4,0.42498139,0.42498139
274,2022-01-13 13:12:00,38215.4,38215.4,38198.8,38209.6,6.29437432,6.29437432
275,2022-01-13 13:15:00,38209.6,38209.6,38203.0,38203.1,0.92966797,0.92966797
276,2022-01-13 13:18:00,38203.1,38203.1,38177.9,38174.0,4.66094142,4.66094142
277,2022-01-13 13:21:00,38173.9,38210.0,38174.0,38208.2,2.22281165,2.22281165
278,2022-01-13 13:24:00,38208.1,38213.0,38209.8,38202.9,2.08489324,2.08489324
279,2022-01-13 13:27:00,38202.8,38202.8,38168.7,38168.7,3.8785776999999997,3.8785776999999997
280,2022-01-13 13:30:00,38168.7,38226.3,38168.9,38212.4,4.766264260000001,4.766264260000001
281,2022-01-13 13:33:00,38212.3,38350.0,38229.3,38350.0,2.16558105,2.16558105
282,2022-01-13 13:36:00,38349.9,38349.9,38333.8,38328.8,2.9822913499999997,2.9822913499999997
283,2022-01-13 13:39:00,38328.8,38328.8,38280.7,38266.8,4.31991762,4.31991762
284,2022-01-13 13:42:00,38290.5,38296.2,38286.6,38290.2,2.52815205,2.52815205
285,2022-01-13 13:45:00,38293.1,38297.9,38287.1,38297.5,0.71605596,0.71605596
286,2022-01-13 13:48:00,38297.8,38300.0,38298.7,38300.0,0.60963466,0.60963466
