,Unnamed: 0,TemperatureC,Dew PointC,Humidity,Sea Level PressurehPa,VisibilityKm,WindDirDegrees,energyConsumption,Date,sin_hour,cos_hour,sin_day,cos_day,sin_month,cos_month
29,29,3.9,-11.7,32.0,1009.1,16.1,270.0,28.42225,2012-01-02 05:00:00,0.9659258262890683,0.25881904510252074,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
30,30,2.8,-12.8,31.0,1009.9,16.1,270.0,34.3400916667,2012-01-02 06:00:00,1.0,6.123233995736766e-17,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
31,31,2.8,-11.7,34.0,1010.4,16.1,280.0,35.8404,2012-01-02 07:00:00,0.9659258262890683,-0.25881904510252063,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
32,32,2.8,-10.6,37.0,1011.0,16.1,260.0,35.42365,2012-01-02 08:00:00,0.8660254037844387,-0.4999999999999998,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
33,33,3.3,-9.4,39.0,1011.2,16.1,260.0,35.75705,2012-01-02 09:00:00,0.7071067811865476,-0.7071067811865475,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
34,34,,,,,,,35.42365,2012-01-02 10:00:00,0.49999999999999994,-0.8660254037844387,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
35,35,3.9,-9.4,38.0,1009.5,16.1,260.0,35.507,2012-01-02 11:00:00,0.258819045102521,-0.9659258262890682,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
36,36,4.4,-10.0,35.0,1009.0,16.1,280.0,35.59035,2012-01-02 12:00:00,1.2246467991473532e-16,-1.0,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
37,37,4.4,-10.0,35.0,1008.6,16.1,300.0,35.75705,2012-01-02 13:00:00,-0.2588190451025208,-0.9659258262890683,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
38,38,3.9,-9.4,38.0,1008.7,16.1,280.0,35.8404,2012-01-02 14:00:00,-0.4999999999999997,-0.8660254037844388,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
39,39,3.9,-9.4,38.0,1009.5,16.1,280.0,35.75705,2012-01-02 15:00:00,-0.7071067811865471,-0.7071067811865479,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
40,40,3.3,-7.8,45.0,1010.3,16.1,280.0,36.1738,2012-01-02 16:00:00,-0.8660254037844384,-0.5000000000000004,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
41,41,2.8,-8.3,44.0,1011.2,16.1,250.0,36.42385,2012-01-02 17:00:00,-0.9659258262890683,-0.25881904510252063,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
42,42,2.2,-8.3,46.0,1011.6,16.1,250.0,32.8398,2012-01-02 18:00:00,-1.0,-1.8369701987210297e-16,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
43,43,2.2,-8.3,46.0,1011.6,16.1,250.0,30.6727,2012-01-02 19:00:00,-0.9659258262890684,0.2588190451025203,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
44,44,1.7,-7.8,50.0,1011.6,16.1,250.0,30.08925,2012-01-02 20:00:00,-0.8660254037844386,0.5000000000000001,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
45,45,1.1,-8.3,50.0,1011.6,16.1,260.0,28.58895,2012-01-02 21:00:00,-0.7071067811865477,0.7071067811865474,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
46,46,1.1,-7.8,52.0,1011.6,16.1,260.0,27.25535,2012-01-02 22:00:00,-0.5000000000000004,0.8660254037844384,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
47,47,0.6,-7.8,54.0,1011.4,16.1,270.0,26.5052,2012-01-02 23:00:00,-0.25881904510252157,0.9659258262890681,0.40673664307580015,0.9135454576426009,0.49999999999999994,0.8660254037844387
48,48,0.0,-7.2,59.0,1011.4,16.1,260.0,26.5052,2012-01-03 00:00:00,0.0,1.0,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
49,49,0.0,-7.8,56.0,1011.5,16.1,280.0,26.3385,2012-01-03 01:00:00,0.25881904510252074,0.9659258262890683,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
50,50,-0.6,-8.3,57.0,1011.5,16.1,280.0,26.5052,2012-01-03 02:00:00,0.49999999999999994,0.8660254037844387,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
51,51,-1.1,-8.9,56.0,1011.4,16.1,290.0,26.6719,2012-01-03 03:00:00,0.7071067811865475,0.7071067811865476,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
52,52,-1.1,-8.9,56.0,1011.7,16.1,290.0,26.8386,2012-01-03 04:00:00,0.8660254037844386,0.5000000000000001,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
53,53,-1.7,-8.9,58.0,1012.2,16.1,300.0,31.58955,2012-01-03 05:00:00,0.9659258262890683,0.25881904510252074,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
54,54,-2.2,-8.9,61.0,1012.8,16.1,300.0,39.3410583333,2012-01-03 06:00:00,1.0,6.123233995736766e-17,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
55,55,-2.2,-9.4,58.0,1013.5,16.1,0.0,43.1751,2012-01-03 07:00:00,0.9659258262890683,-0.25881904510252063,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
56,56,-1.7,-11.7,47.0,1014.1,16.1,320.0,47.5093,2012-01-03 08:00:00,0.8660254037844387,-0.4999999999999998,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
57,57,-1.7,-13.9,40.0,1014.1,16.1,330.0,53.09375,2012-01-03 09:00:00,0.7071067811865476,-0.7071067811865475,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
58,58,-1.1,-15.0,35.0,1013.9,16.1,310.0,54.92745,2012-01-03 10:00:00,0.49999999999999994,-0.8660254037844387,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
59,59,-1.7,-13.9,40.0,1013.5,16.1,320.0,56.011,2012-01-03 11:00:00,0.258819045102521,-0.9659258262890682,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
60,60,-2.2,-15.0,38.0,1013.7,16.1,300.0,56.59445,2012-01-03 12:00:00,1.2246467991473532e-16,-1.0,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
61,61,-2.2,-16.7,33.0,1014.5,16.1,320.0,55.8443,2012-01-03 13:00:00,-0.2588190451025208,-0.9659258262890683,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
62,62,-2.2,-16.7,33.0,1015.0,16.1,320.0,54.8441,2012-01-03 14:00:00,-0.4999999999999997,-0.8660254037844388,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
63,63,-3.3,-18.9,30.0,1016.2,16.1,340.0,54.344,2012-01-03 15:00:00,-0.7071067811865471,-0.7071067811865479,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
64,64,-3.9,-18.9,31.0,1017.9,16.1,340.0,52.1769,2012-01-03 16:00:00,-0.8660254037844384,-0.5000000000000004,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
65,65,-5.0,-17.8,37.0,1019.0,16.1,340.0,48.59285,2012-01-03 17:00:00,-0.9659258262890683,-0.25881904510252063,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
66,66,-5.0,-17.8,37.0,1020.5,16.1,340.0,41.9248583333,2012-01-03 18:00:00,-1.0,-1.8369701987210297e-16,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
67,67,-5.6,-17.8,38.0,1021.1,16.1,330.0,37.6741,2012-01-03 19:00:00,-0.9659258262890684,0.2588190451025203,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
68,68,-6.1,-17.8,40.0,1021.6,16.1,340.0,34.6735,2012-01-03 20:00:00,-0.8660254037844386,0.5000000000000001,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
69,69,-6.7,-17.8,42.0,1022.0,16.1,340.0,31.1728,2012-01-03 21:00:00,-0.7071067811865477,0.7071067811865474,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
70,70,-7.2,-17.8,43.0,1022.3,16.1,330.0,27.58875,2012-01-03 22:00:00,-0.5000000000000004,0.8660254037844384,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
71,71,-7.8,-18.3,44.0,1022.7,16.1,330.0,25.75505,2012-01-03 23:00:00,-0.25881904510252157,0.9659258262890681,0.5877852522924731,0.8090169943749475,0.49999999999999994,0.8660254037844387
72,72,-8.3,-18.3,45.0,1022.7,16.1,320.0,26.0051,2012-01-04 00:00:00,0.0,1.0,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
73,73,-8.9,-18.9,45.0,1023.3,16.1,300.0,26.25515,2012-01-04 01:00:00,0.25881904510252074,0.9659258262890683,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
74,74,-9.4,-18.3,49.0,1023.9,16.1,320.0,27.75545,2012-01-04 02:00:00,0.49999999999999994,0.8660254037844387,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
75,75,-10.0,-19.4,47.0,1023.8,16.1,320.0,27.8388,2012-01-04 03:00:00,0.7071067811865475,0.7071067811865476,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
76,76,-10.6,-19.4,49.0,1024.0,16.1,310.0,29.0057,2012-01-04 04:00:00,0.8660254037844386,0.5000000000000001,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
77,77,-10.6,-18.9,51.0,1024.4,16.1,300.0,32.5064,2012-01-04 05:00:00,0.9659258262890683,0.25881904510252074,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
78,78,,,,,,,41.2581,2012-01-04 06:00:00,1.0,6.123233995736766e-17,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
79,79,-10.0,-19.4,47.0,1025.4,16.1,300.0,45.09215,2012-01-04 07:00:00,0.9659258262890683,-0.25881904510252063,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
80,80,-8.9,-18.9,45.0,1025.9,16.1,290.0,49.8431,2012-01-04 08:00:00,0.8660254037844387,-0.4999999999999998,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
81,81,,,,,,,55.6776,2012-01-04 09:00:00,0.7071067811865476,-0.7071067811865475,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
82,82,,,,,,,57.76135,2012-01-04 10:00:00,0.49999999999999994,-0.8660254037844387,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
83,83,-5.0,-16.7,40.0,1022.5,16.1,0.0,57.76135,2012-01-04 11:00:00,0.258819045102521,-0.9659258262890682,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
84,84,-4.4,-16.1,40.0,1021.0,16.1,280.0,57.26125,2012-01-04 12:00:00,1.2246467991473532e-16,-1.0,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
85,85,-3.3,-15.6,39.0,1020.2,16.1,240.0,56.3444,2012-01-04 13:00:00,-0.2588190451025208,-0.9659258262890683,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
86,86,-3.3,-14.4,43.0,1019.2,16.1,220.0,56.011,2012-01-04 14:00:00,-0.4999999999999997,-0.8660254037844388,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
87,87,-3.3,-13.9,44.0,1019.3,16.1,230.0,53.5105,2012-01-04 15:00:00,-0.7071067811865471,-0.7071067811865479,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
88,88,,,,,,,51.92685,2012-01-04 16:00:00,-0.8660254037844384,-0.5000000000000004,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
89,89,-4.4,-12.2,55.0,1018.8,16.1,0.0,49.1763,2012-01-04 17:00:00,-0.9659258262890683,-0.25881904510252063,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
90,90,-3.9,-11.7,55.0,1018.7,16.1,210.0,41.9248666667,2012-01-04 18:00:00,-1.0,-1.8369701987210297e-16,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
91,91,-3.3,-11.7,53.0,1018.1,16.1,0.0,38.1742,2012-01-04 19:00:00,-0.9659258262890684,0.2588190451025203,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
92,92,-3.3,-10.6,58.0,1017.5,16.1,0.0,35.25695,2012-01-04 20:00:00,-0.8660254037844386,0.5000000000000001,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
93,93,-2.2,-10.0,56.0,1016.8,16.1,210.0,31.75625,2012-01-04 21:00:00,-0.7071067811865477,0.7071067811865474,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
94,94,-1.7,-7.8,64.0,1016.4,12.9,220.0,28.0055,2012-01-04 22:00:00,-0.5000000000000004,0.8660254037844384,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
95,95,-2.55,-4.725,85.25,1015.8,2.9000000000000004,217.5,26.6719,2012-01-04 23:00:00,-0.25881904510252157,0.9659258262890681,0.7431448254773941,0.6691306063588582,0.49999999999999994,0.8660254037844387
96,96,-2.2,-4.4,85.0,1015.4,16.1,260.0,26.25515,2012-01-05 00:00:00,0.0,1.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
97,97,-2.2,-3.9,88.0,1015.0,16.1,230.0,27.08865,2012-01-05 01:00:00,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
98,98,-2.6,-3.95,90.5,1014.3,15.3,105.0,27.3387,2012-01-05 02:00:00,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
99,99,-2.2,-3.9,88.0,1013.4,14.5,0.0,27.3387,2012-01-05 03:00:00,0.7071067811865475,0.7071067811865476,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
100,100,-2.2,-3.9,88.0,1013.5,14.5,0.0,27.75545,2012-01-05 04:00:00,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
101,101,-1.7,-3.9,85.0,1013.6,14.5,230.0,32.6731,2012-01-05 05:00:00,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
102,102,,,,,,,39.8411583333,2012-01-05 06:00:00,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
103,103,-1.1,-3.3,85.0,1014.8,12.9,240.0,44.5087,2012-01-05 07:00:00,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
104,104,-0.6,-3.9,79.0,1015.2,14.5,250.0,48.42615,2012-01-05 08:00:00,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
105,105,0.6,-5.0,66.0,1015.4,16.1,260.0,54.344,2012-01-05 09:00:00,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
106,106,1.7,-5.0,61.0,1014.6,16.1,270.0,56.26105,2012-01-05 10:00:00,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
107,107,2.8,-5.0,57.0,1013.6,16.1,290.0,56.1777,2012-01-05 11:00:00,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
108,108,3.3,-4.4,57.0,1012.8,16.1,240.0,57.5113,2012-01-05 12:00:00,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
109,109,3.3,-5.6,53.0,1013.1,16.1,280.0,57.0112,2012-01-05 13:00:00,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
110,110,,,,,,,55.1775,2012-01-05 14:00:00,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
111,111,3.9,-6.1,49.0,1013.9,16.1,300.0,53.59385,2012-01-05 15:00:00,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
112,112,3.3,-6.1,51.0,1014.2,16.1,280.0,52.8437,2012-01-05 16:00:00,-0.8660254037844384,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
113,113,0.6,-6.7,59.0,1015.2,16.1,0.0,49.0096,2012-01-05 17:00:00,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
114,114,-1.7,-6.7,69.0,1015.5,16.1,0.0,42.0082166667,2012-01-05 18:00:00,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
115,115,-2.8,-6.7,75.0,1015.9,16.1,0.0,37.25735,2012-01-05 19:00:00,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
116,116,-3.3,-6.7,78.0,1016.0,16.1,180.0,35.75705,2012-01-05 20:00:00,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
117,117,-3.3,-6.1,81.0,1015.8,16.1,0.0,31.5062,2012-01-05 21:00:00,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
118,118,-3.9,-6.7,81.0,1015.5,14.5,0.0,27.75545,2012-01-05 22:00:00,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
119,119,-3.9,-6.7,81.0,1015.0,14.5,0.0,26.25515,2012-01-05 23:00:00,-0.25881904510252157,0.9659258262890681,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
120,120,-3.3,-6.1,81.0,1015.1,12.9,0.0,25.92175,2012-01-06 00:00:00,0.0,1.0,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
121,121,-2.2,-5.6,78.0,1014.7,12.9,0.0,26.08845,2012-01-06 01:00:00,0.25881904510252074,0.9659258262890683,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
122,122,,,,,,,26.42185,2012-01-06 02:00:00,0.49999999999999994,0.8660254037844387,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
123,123,0.0,-3.3,79.0,1013.5,14.5,0.0,26.1718,2012-01-06 03:00:00,0.7071067811865475,0.7071067811865476,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
124,124,-0.6,-3.3,82.0,1013.4,14.5,190.0,26.5052,2012-01-06 04:00:00,0.8660254037844386,0.5000000000000001,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
125,125,-0.6,-3.3,82.0,1013.3,12.9,190.0,31.25615,2012-01-06 05:00:00,0.9659258262890683,0.25881904510252074,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
126,126,-0.6,-2.8,85.0,1013.0,11.3,200.0,38.6742583333,2012-01-06 06:00:00,1.0,6.123233995736766e-17,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
127,127,0.6,-2.2,82.0,1013.0,12.9,210.0,41.75815,2012-01-06 07:00:00,0.9659258262890683,-0.25881904510252063,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
128,128,2.8,-1.7,73.0,1013.3,16.1,0.0,45.92565,2012-01-06 08:00:00,0.8660254037844387,-0.4999999999999998,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
129,129,5.0,-2.2,60.0,1013.3,16.1,230.0,51.09335,2012-01-06 09:00:00,0.7071067811865476,-0.7071067811865475,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
130,130,8.3,-2.8,46.0,1012.3,16.1,240.0,52.8437,2012-01-06 10:00:00,0.49999999999999994,-0.8660254037844387,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
131,131,10.0,-2.8,41.0,1011.1,16.1,230.0,53.1771,2012-01-06 11:00:00,0.258819045102521,-0.9659258262890682,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
132,132,12.8,-2.2,35.0,1010.3,16.1,230.0,53.5105,2012-01-06 12:00:00,1.2246467991473532e-16,-1.0,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
133,133,12.2,-2.2,37.0,1009.5,16.1,230.0,53.3438,2012-01-06 13:00:00,-0.2588190451025208,-0.9659258262890683,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
134,134,12.8,-2.2,35.0,1008.6,16.1,220.0,53.3438,2012-01-06 14:00:00,-0.4999999999999997,-0.8660254037844388,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
135,135,13.3,-2.2,34.0,1008.7,16.1,230.0,52.0102,2012-01-06 15:00:00,-0.7071067811865471,-0.7071067811865479,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
136,136,,,,,,,49.42635,2012-01-06 16:00:00,-0.8660254037844384,-0.5000000000000004,0.9510565162951535,0.30901699437494745,0.49999999999999994,0.8660254037844387
